Variant,seed,epoch,val_MAPE
wide64_huber_wd1e3_s15,4,146,6.665758988274846
wide64_huber_wd1e3_s15,4,147,7.023181412087743
wide64_huber_wd1e3_s15,4,148,7.188334716218822
wide64_huber_wd1e3_s15,4,149,6.856589396815226
wide64_huber_wd1e3_s15,4,150,7.352840268440546
wide64_huber_wd1e3_s15,4,151,7.095500428074714
wide64_huber_wd1e3_s15,4,152,6.9710912399144505
wide64_huber_wd1e3_s15,4,153,6.847440529211
wide64_huber_wd1e3_s15,4,154,7.466388108090209
wide64_huber_wd1e3_s15,4,155,7.3880032298256975
wide64_huber_wd1e3_s15,4,156,7.287811139102043
wide64_huber_wd1e3_s15,4,157,7.1049452875748225
wide64_huber_wd1e3_s15,4,158,7.123002355783457
wide64_huber_wd1e3_s15,4,159,7.117061453752729
wide64_huber_wd1e3_s15,5,1,18.116029417969276
wide64_huber_wd1e3_s15,5,2,15.823956317943985
wide64_huber_wd1e3_s15,5,3,12.932480866326596
wide64_huber_wd1e3_s15,5,4,10.410074802587129
wide64_huber_wd1e3_s15,5,5,9.702688913559305
wide64_huber_wd1e3_s15,5,6,8.840544039065335
wide64_huber_wd1e3_s15,5,7,9.258233582419903
wide64_huber_wd1e3_s15,5,8,6.990794748315931
wide64_huber_wd1e3_s15,5,9,7.40816621685052
wide64_huber_wd1e3_s15,5,10,7.028799497007743
wide64_huber_wd1e3_s15,5,11,6.9723848191046045
wide64_huber_wd1e3_s15,5,12,7.844501781642481
wide64_huber_wd1e3_s15,5,13,7.617022315646102
